Unnamed: 0,Doc_id,Message,Date,Time,Symbols,Sentiment,Words
12,268858597, AAPL MSFT NIO AMD Finished out the month with a 60 return Aiming for bigger by end of January goal is 640 gt 1700 in the next 30 days 200 000 in six months January 1700 February 4498 March 11 920 April 31 614 May 83 808 June 222 000 Join me in my journey and enjoy free call outs the first and third Monday of the month or come join us every trading day for live call outs on my option trades with a free one week trial at https launchpass com kang gang hangout premium,2020-12-31,23:27:33Z,"['AAPL', 'MSFT', 'AMD', 'NIO']",,"['aapl', 'msft', 'nio', 'amd', 'finished', 'month', '60', 'return', 'aiming', 'bigger', 'end', 'january', 'goal', '640', 'gt', '1700', 'next', '30', 'day', '200', '000', 'six', 'month', 'january', '1700', 'february', '4498', 'march', '11', '920', 'april', '31', '614', 'may', '83', '808', 'june', '222', '000', 'join', 'journey', 'enjoy', 'free', 'call', 'out', 'first', 'third', 'monday', 'month', 'come', 'join', 'u', 'every', 'trading', 'day', 'live', 'call', 'out', 'option', 'trade', 'free', 'one', 'week', 'trial', 'http', 'launchpass', 'com', 'kang', 'gang', 'hangout', 'premium']"
13,268858043, SPY AAPL TSLA,2020-12-31,23:24:10Z,"['AAPL', 'SPY', 'TSLA']",,"['spy', 'aapl', 'tsla']"
14,268857368,Need places to park my money no better places than SHOP AAPL,2020-12-31,23:20:32Z,"['AAPL', 'SHOP']",,"['need', 'place', 'park', 'money', 'better', 'place', 'shop', 'aapl']"
15,268856542,5 Genius Ways to Minimize Risk As An Options Trader smartoptions ai post minimize risk spy aapl tsla,2020-12-31,23:16:02Z,"['AAPL', 'SPY', 'TSLA']",,"['5', 'genius', 'way', 'minimize', 'risk', 'a', 'an', 'option', 'trader', 'smartoptions', 'ai', 'post', 'minimize', 'risk', 'spy', 'apple', 'tesla']"
16,268856483, OEG SPY TSLA AAPL CLSK someone pls tell me is market open tomorrow,2020-12-31,23:15:43Z,"['AAPL', 'SPY', 'TSLA', 'CLSK', 'OEG']",Bullish,"['oeg', 'spy', 'tsla', 'aapl', 'clsk', 'someone', 'pls', 'tell', 'market', 'open', 'tomorrow']"
17,268856237, AAPL End of year target hit Also if you re a bear heading into 2021 on it might literally be hell of a year for you Anyway happy new years guys ,2020-12-31,23:14:29Z,['AAPL'],Bullish,"['aapl', 'end', 'year', 'target', 'hit', 'also', 'bear', 'heading', '2021', 'might', 'literally', 'hell', 'year', 'anyway', 'happy', 'new', 'year', 'guy']"
18,268855704, AAPL imagine I would have made more money with fake money BTC,2020-12-31,23:11:52Z,['AAPL'],,"['aapl', 'imagine', 'i', 'would', 'made', 'money', 'fake', 'money', 'btc']"
19,268855376, AAPL when comes to tablet and computers it s doing some wonderful things but in cell phone it is years behind samsung still makes phones with a giant notch looks like iphone 13 will still have the same notch good thing is too many suckers out there to buy years old tech that android phones left long time ago ,2020-12-31,23:09:56Z,['AAPL'],,"['aapl', 'come', 'tablet', 'computer', 'wonderful', 'thing', 'cell', 'phone', 'year', 'behind', 'samsung', 'still', 'make', 'phone', 'giant', 'notch', 'look', 'like', 'iphone', '13', 'still', 'notch', 'good', 'thing', 'many', 'sucker', 'buy', 'year', 'old', 'tech', 'android', 'phone', 'left', 'long', 'time', 'ago']"
20,268855171, TSLA NIO PLTR AAPL https youtu be snT6Y8d9dk8 Live Now come join ,2020-12-31,23:08:57Z,"['AAPL', 'NIO', 'TSLA', 'PLTR']",,"['tsla', 'nio', 'pltr', 'aapl', 'http', 'youtu', 'snt6y8d9dk8', 'live', 'now', 'come', 'join']"
21,268854585, AAPL it s still taking beating in ah 3 days of shit show not enough,2020-12-31,23:05:48Z,['AAPL'],,"['aapl', 'still', 'taking', 'beating', 'ah', '3', 'day', 'shit', 'show', 'enough']"
22,268854050, AMZN TSLA AAPL ZM AMRN My 2020 portfolio review some of the wildest swings ever hope you guys enjoy it https youtu be nYc2gx0haY4,2020-12-31,23:03:16Z,"['AAPL', 'AMRN', 'AMZN', 'TSLA', 'ZM']",Bullish,"['amzn', 'tsla', 'aapl', 'zm', 'amrn', 'my', '2020', 'portfolio', 'review', 'wildest', 'swing', 'ever', 'hope', 'guy', 'enjoy', 'http', 'youtu', 'nyc2gx0hay4']"
23,268854046, AAPL folks have a wonderful new year looking forward to the 2021 ,2020-12-31,23:03:14Z,['AAPL'],,"['aapl', 'folk', 'wonderful', 'new', 'year', 'looking', 'forward', '2021']"
24,268853928, SPY QQQ AAPL What happened with that rally Somebody has to have an idea ,2020-12-31,23:02:43Z,"['AAPL', 'SPY', 'QQQ']",,"['spy', 'qqq', 'aapl', 'what', 'happened', 'rally', 'somebody', 'idea']"
25,268853670, WKHS RIDE TSLA AAPL strange hopefully this isn t posting twice since I m sharing my landscape art with y all I do figure paintings and portraits too And yes for anyone wondering I will paint them on commission if you want one done for of yourself or significant other Same goes for portraits of pets and people as well as landscapes Hit me up if interested I ll post a few from those genres in the comments to show my style ,2020-12-31,23:01:24Z,"['AAPL', 'TSLA', 'WKHS', 'RIDE']",Bullish,"['wkhs', 'ride', 'tsla', 'aapl', 'strange', 'hopefully', 'posting', 'twice', 'since', 'i', 'sharing', 'landscape', 'art', 'i', 'figure', 'painting', 'portrait', 'and', 'yes', 'anyone', 'wondering', 'i', 'paint', 'commission', 'want', 'one', 'done', 'significant', 'same', 'go', 'portrait', 'pet', 'people', 'well', 'landscape', 'hit', 'interested', 'i', 'post', 'genre', 'comment', 'show', 'style']"
26,268853344, AAPL Go watch our all new price target video for AAPL to see where we think this will go tomorrow and in the coming days Make sure you like the video and subscribe to the channel for more content Thanks for the support youtube com c belmontcapital,2020-12-31,22:59:39Z,['AAPL'],,"['aapl', 'go', 'watch', 'new', 'price', 'target', 'video', 'aapl', 'see', 'think', 'go', 'tomorrow', 'coming', 'day', 'make', 'sure', 'like', 'video', 'subscribe', 'channel', 'content', 'thanks', 'support', 'youtube', 'com', 'c', 'belmontcapital']"
27,268853133, AAPL Apple Gains After JPMorgan Sees Signs of Robust iPhone Demand https www bloomberg com news articles 2020 12 31 apple gains after jpmorgan sees signs of robust iphone demand,2020-12-31,22:58:35Z,['AAPL'],,"['aapl', 'apple', 'gain', 'after', 'jpmorgan', 'see', 'sign', 'robust', 'iphone', 'demand', 'http', 'www', 'bloomberg', 'com', 'news', 'article', '2020', '12', '31', 'apple', 'gain', 'jpmorgan', 'see', 'sign', 'robust', 'iphone', 'demand']"
28,268853096, DJIA AAPL FB TSLA WISHING YOU ALL HERE A HAPPY NEW YEAR MAY YOUR PORTFOLIO GROW AND WIN YOU FORTUNE ,2020-12-31,22:58:24Z,"['DJIA', 'AAPL', 'FB', 'TSLA']",,"['djia', 'aapl', 'fb', 'tsla', 'wishing', 'you', 'all', 'here', 'a', 'happy', 'new', 'year', 'may', 'your', 'portfolio', 'grow', 'and', 'win', 'you', 'fortune']"
29,268852961, AAPL 2nd greatest asset and people are dumping it like its nothing Wow Losers ,2020-12-31,22:57:44Z,['AAPL'],Bullish,"['aapl', '2nd', 'greatest', 'asset', 'people', 'dumping', 'like', 'nothing', 'wow', 'loser']"
30,268852339, AAPL should have closed this at 133 33 for an even 200 50 to end 2021 ,2020-12-31,22:54:43Z,['AAPL'],,"['aapl', 'closed', '133', '33', 'even', '200', '50', 'end', '2021']"
31,268852092, AAPL all my calls expired worthless so mad right now,2020-12-31,22:53:34Z,['AAPL'],Bullish,"['aapl', 'call', 'expired', 'worthless', 'mad', 'right']"
32,268851768, AAPL apple better be green on Monday or I m selling my calls This is stupid 3 red days in a row,2020-12-31,22:51:58Z,['AAPL'],,"['aapl', 'apple', 'better', 'green', 'monday', 'i', 'selling', 'call', 'this', 'stupid', '3', 'red', 'day', 'row']"
33,268851310, AAPL JUNK needed 135 close went down 3 straight days in a row cost me JUNK this stock is ,2020-12-31,22:49:47Z,['AAPL'],Bullish,"['aapl', 'junk', 'needed', '135', 'close', 'went', '3', 'straight', 'day', 'row', 'cost', 'junk', 'stock']"
34,268850761, AAPL GREAT year AAPL up 82 32 ,2020-12-31,22:47:14Z,['AAPL'],Bullish,"['aapl', 'great', 'year', 'aapl', '82', '32']"
35,268850658,VIDEO Apple Inc AAPL Stock Chart Technical Analysis 12 31 2020 watch here https claytrader com stock_chart AAPL utm_source social amp utm_medium stocktwits amp utm_campaign chart,2020-12-31,22:46:48Z,['AAPL'],,"['video', 'apple', 'inc', 'aapl', 'stock', 'chart', 'technical', 'analysis', '12', '31', '2020', 'watch', 'http', 'claytrader', 'com', 'stock_chart', 'aapl', 'utm_source', 'social', 'amp', 'utm_medium', 'stocktwits', 'amp', 'utm_campaign', 'chart']"
36,268850384, AAPL put in a buy order at 128 00 it can go to 124 But then it should go to 144 00,2020-12-31,22:45:36Z,['AAPL'],,"['aapl', 'put', 'buy', 'order', '128', '00', 'go', '124', 'but', 'go', '144', '00']"
37,268850065, AAPL I 39 m looking to buy in at 128 00,2020-12-31,22:44:05Z,['AAPL'],,"['aapl', 'i', '39', 'looking', 'buy', '128', '00']"
38,268850047, AAPL was analyzed by 25 analysts The buy consensus is at 90 So analysts seem to be very confident about AAPL https www chartmill com stock quote AAPL analyst ratings utm_source stocktwits amp utm_medium ANALYST amp utm_content AAPL amp utm_campaign social_tracking,2020-12-31,22:44:00Z,['AAPL'],,"['aapl', 'analyzed', '25', 'analyst', 'the', 'buy', 'consensus', '90', 'so', 'analyst', 'seem', 'confident', 'aapl', 'http', 'www', 'chartmill', 'com', 'stock', 'quote', 'aapl', 'analyst', 'rating', 'utm_source', 'stocktwits', 'amp', 'utm_medium', 'analyst', 'amp', 'utm_content', 'aapl', 'amp', 'utm_campaign', 'social_tracking']"
39,268849416, AAPL JUNK ,2020-12-31,22:41:06Z,['AAPL'],Bullish,"['aapl', 'junk']"
40,268849021, BTC X coming for you AAPL,2020-12-31,22:39:18Z,"['AAPL', 'BTC.X']",Bullish,"['btc', 'x', 'coming', 'aapl']"
41,268848975, AAPL NEW ARTICLE The Stock Market Was Amazing in 2020 Let Us Count the Ways https www stck pro news AAPL 10019216,2020-12-31,22:39:05Z,['AAPL'],,"['aapl', 'new', 'article', 'the', 'stock', 'market', 'wa', 'amazing', '2020', 'let', 'u', 'count', 'way', 'http', 'www', 'stck', 'pro', 'news', 'aapl', '10019216']"
42,268848774, AAPL happy new year bulls ,2020-12-31,22:38:08Z,['AAPL'],Bullish,"['aapl', 'happy', 'new', 'year', 'bull']"
43,268848327, AAPL The Stock Market Was Amazing in 2020 Let Us Count the Ways http dlvr it RphfpQ,2020-12-31,22:36:07Z,['AAPL'],,"['aapl', 'the', 'stock', 'market', 'wa', 'amazing', '2020', 'let', 'u', 'count', 'way', 'http', 'dlvr', 'rphfpq']"
44,268847395,SweepCast observed AAPL Apple Option Alert Jan 8 133 Calls Sweep Try https sweepcast com today newyear nye stonks daytraders cnbc cramer,2020-12-31,22:32:15Z,['AAPL'],,"['sweepcast', 'observed', 'aapl', 'apple', 'option', 'alert', 'jan', '8', '133', 'call', 'sweep', 'try', 'http', 'sweepcast', 'com', 'today', 'newyear', 'nye', 'stonks', 'daytraders', 'cnbc', 'cramer']"
45,268847112, AAPL NEW ARTICLE Tech 39 s top seven companies added 3 4 trillion in value in 2020 https www stck pro news AAPL 10019196,2020-12-31,22:31:06Z,['AAPL'],,"['aapl', 'new', 'article', 'tech', '39', 'top', 'seven', 'company', 'added', '3', '4', 'trillion', 'value', '2020', 'http', 'www', 'stck', 'pro', 'news', 'aapl', '10019196']"
46,268847075, QCOM most undervalued sleeping giant IMO QCOM will be 2021 Wall St Darling QCOM 39 s 97 revenue comes from outside US which will boost stock price with USD collapse AAPL MSFT NVDA AMD,2020-12-31,22:30:58Z,"['AAPL', 'MSFT', 'NVDA', 'QCOM', 'AMD']",Bullish,"['qcom', 'undervalued', 'sleeping', 'giant', 'imo', 'qcom', '2021', 'wall', 'st', 'darling', 'qcom', '39', '97', 'revenue', 'come', 'outside', 'u', 'boost', 'stock', 'price', 'usd', 'collapse', 'aapl', 'msft', 'nvda', 'amd']"
47,268847048, AAPL who is selling now just go and enjoy new year eve ,2020-12-31,22:30:53Z,['AAPL'],Bullish,"['aapl', 'selling', 'go', 'enjoy', 'new', 'year', 'eve']"
48,268845900, AAPL hopefully news come out and push this to 138 before jan 8 ,2020-12-31,22:26:31Z,['AAPL'],,"['aapl', 'hopefully', 'news', 'come', 'push', '138', 'jan', '8']"
49,268844353,SmartOptions Unusual Activity Alert Delayed AAPL 130 Puts 06 18 2021 Exp Trade Volume 4 735 Contracts 5 374 225 was traded now Current Stock Price 134 43 Trade Type Sweep Follow the Money amp Trade Options with Our SmartOptions Artificial Intelligence https www smartoptions ai,2020-12-31,22:20:30Z,['AAPL'],Bearish,"['smartoptions', 'unusual', 'activity', 'alert', 'delayed', 'aapl', '130', 'put', '06', '18', '2021', 'exp', 'trade', 'volume', '4', '735', 'contract', '5', '374', '225', 'traded', 'current', 'stock', 'price', '134', '43', 'trade', 'type', 'sweep', 'follow', 'money', 'amp', 'trade', 'option', 'our', 'smartoptions', 'artificial', 'intelligence', 'http', 'www', 'smartoptions', 'ai']"
50,268843576, QS AAPL and to be honest I dont think that Apple 39 s recent news about going to develop their own EV is whimsical What I 39 m saying is Apple has been working in it for quite some time As you all know Apple is notorious for safeguarding their secrets everything is under wraps until they make the big public announcement This tells me a Apple is and has been quot balls deep quot in developing their own EV division and b Musk approached Apple several years back asking for a possible merger basically asking Apple to help bail tesla them out Tesla at that time had production issues that they eventually overcame But Tim Cook did not bite Why you might wonder Well now that we know Apple is going into EV we can guess as to why Tim refused to help tesla Because at that point in time they had started their own R amp D on EV already So the whole entrance to EV isn 39 t wimsical at all for Apple this is years in the making ,2020-12-31,22:17:32Z,"['AAPL', 'QS']",,"['q', 'aapl', 'honest', 'i', 'dont', 'think', 'apple', '39', 'recent', 'news', 'going', 'develop', 'ev', 'whimsical', 'what', 'i', '39', 'saying', 'apple', 'working', 'quite', 'time', 'a', 'know', 'apple', 'notorious', 'safeguarding', 'secret', 'everything', 'wrap', 'make', 'big', 'public', 'announcement', 'this', 'tell', 'apple', 'quot', 'ball', 'deep', 'quot', 'developing', 'ev', 'division', 'b', 'musk', 'approached', 'apple', 'several', 'year', 'back', 'asking', 'possible', 'merger', 'basically', 'asking', 'apple', 'help', 'bail', 'tesla', 'tesla', 'time', 'production', 'issue', 'eventually', 'overcame', 'but', 'tim', 'cook', 'bite', 'why', 'might', 'wonder', 'well', 'know', 'apple', 'going', 'ev', 'guess', 'tim', 'refused', 'help', 'tesla', 'because', 'point', 'time', 'started', 'r', 'amp', 'd', 'ev', 'already', 'so', 'whole', 'entrance', 'ev', '39', 'wimsical', 'apple', 'year', 'making']"
51,268843212,5 Bad Habits of An Options Trader and the Solutions www smartoptions ai post badhabits spy aapl tsla,2020-12-31,22:16:02Z,"['AAPL', 'SPY', 'TSLA']",,"['5', 'bad', 'habit', 'an', 'option', 'trader', 'solution', 'www', 'smartoptions', 'ai', 'post', 'badhabits', 'spy', 'apple', 'tesla']"
52,268842762,Definitely on my trade list next week NIO 50 C AAPL 133 C and SPY 375 NIO upcoming NIO day Jan 8 riding it up and then selling b4 event AAPL EV hyped Expected that pullback and bounced off 9 day EMA and filled gap SPY everyone s back from vacation LFG ,2020-12-31,22:14:08Z,"['AAPL', 'NIO', 'SPY']",Bullish,"['definitely', 'trade', 'list', 'next', 'week', 'nio', '50', 'c', 'aapl', '133', 'c', 'spy', '375', 'nio', 'upcoming', 'nio', 'day', 'jan', '8', 'riding', 'selling', 'b4', 'event', 'aapl', 'ev', 'hyped', 'expected', 'pullback', 'bounced', '9', 'day', 'ema', 'filled', 'gap', 'spy', 'everyone', 'back', 'vacation', 'lfg']"
53,268842062, AAPL Doubt this trades flat into earnings that will set a record ,2020-12-31,22:11:15Z,['AAPL'],,"['aapl', 'doubt', 'trade', 'flat', 'earnings', 'set', 'record']"
54,268841978, PAVM AAPL PFE ABUS happy new year I hope y all get rich w the stocks above ,2020-12-31,22:10:59Z,"['AAPL', 'PFE', 'ABUS', 'PAVM']",,"['pavm', 'aapl', 'pfe', 'abus', 'happy', 'new', 'year', 'i', 'hope', 'get', 'rich', 'w', 'stock']"
55,268841872, AAPL weekly candle cooled off as it was entirely above the upper Bollinger band and needed to pop back inside on the next print monthly looks as bullish as it gets More upside coming in January ,2020-12-31,22:10:29Z,['AAPL'],Bullish,"['aapl', 'weekly', 'candle', 'cooled', 'entirely', 'upper', 'bollinger', 'band', 'needed', 'pop', 'back', 'inside', 'next', 'print', 'monthly', 'look', 'bullish', 'get', 'more', 'upside', 'coming', 'january']"
56,268841728, AAPL Looks like this stock is only running on rumors and all the fanboys will get excited and will invest their pocket money Without rumors MMs will make sure the stock is cheap and will push the price down Today 10 of the volume was bought after the bell That was certainly not Jo the plumber ,2020-12-31,22:09:51Z,['AAPL'],,"['aapl', 'look', 'like', 'stock', 'running', 'rumor', 'fanboys', 'get', 'excited', 'invest', 'pocket', 'money', 'without', 'rumor', 'mm', 'make', 'sure', 'stock', 'cheap', 'push', 'price', 'today', '10', 'volume', 'bought', 'bell', 'that', 'certainly', 'jo', 'plumber']"
57,268841522,Gene Munster who called Apple s run to 2 trillion sees a path to 3 trillion AAPL https www cnbc com 2020 12 31 gene munster says apples stock has a path to 3 trillion market cap html __source iosappshare 7Ccom stocktwits StockTwits STShareExtension,2020-12-31,22:09:03Z,['AAPL'],,"['gene', 'munster', 'called', 'apple', 'run', '2', 'trillion', 'see', 'path', '3', 'trillion', 'aapl', 'http', 'www', 'cnbc', 'com', '2020', '12', '31', 'gene', 'munster', 'say', 'apple', 'stock', 'path', '3', 'trillion', 'market', 'cap', 'html', '__source', 'iosappshare', '7ccom', 'stocktwits', 'stocktwits', 'stshareextension']"
58,268840794, SPY AAPL FB AAL BTC X Happy New Year ,2020-12-31,22:05:53Z,"['AAPL', 'SPY', 'FB', 'BTC.X', 'AAL']",,"['spy', 'aapl', 'fb', 'aal', 'btc', 'x', 'happy', 'new', 'year']"
59,268840404, SPY TSLA AAPL CONGRATS BULLS Wow 2020 was quite a year for us The opportunity of a lifetime dip in March and the never ending rally since More bear fooking to come in 2021 HAPPY NEW YEAR ,2020-12-31,22:04:19Z,"['AAPL', 'SPY', 'TSLA']",Bullish,"['spy', 'tsla', 'aapl', 'congrats', 'bull', 'wow', '2020', 'quite', 'year', 'u', 'the', 'opportunity', 'lifetime', 'dip', 'march', 'never', 'ending', 'rally', 'since', 'more', 'bear', 'fooking', 'come', '2021', 'happy', 'new', 'year']"
60,268840137, AAPL AAPL 2020 12 31 Options Analysis Video https www youtube com watch v uZpBmktzTE0,2020-12-31,22:03:17Z,['AAPL'],,"['aapl', 'aapl', '2020', '12', '31', 'option', 'analysis', 'video', 'http', 'www', 'youtube', 'com', 'watch', 'v', 'uzpbmktzte0']"
61,268840002, AAPL Monday rocket launch formation on the yearly chart ,2020-12-31,22:02:47Z,['AAPL'],Bullish,"['aapl', 'monday', 'rocket', 'launch', 'formation', 'yearly', 'chart']"
62,268839831,An Activist Scolds Intel Giving Its Investors Hope for 2021 INTC AMD NVDA TSM AAPL https newsfilter io a 833167fe7ea7d1ae611bcbe9baccceac,2020-12-31,22:02:07Z,"['AAPL', 'INTC', 'NVDA', 'AMD', 'TSM']",,"['an', 'activist', 'scold', 'intel', 'giving', 'it', 'investor', 'hope', '2021', 'intc', 'amd', 'nvda', 'tsm', 'aapl', 'http', 'newsfilter', 'io', '833167fe7ea7d1ae611bcbe9baccceac']"
63,268839772,SmartOptions Unusual Activity Alert Delayed AAPL 110 Puts 01 20 2023 Exp Trade Volume 1 000 Contracts 1 469 000 was traded now Current Stock Price 134 85 Trade Type Block Follow the Money amp Trade Options with Our SmartOptions Artificial Intelligence https www smartoptions ai,2020-12-31,22:01:53Z,['AAPL'],Bearish,"['smartoptions', 'unusual', 'activity', 'alert', 'delayed', 'aapl', '110', 'put', '01', '20', '2023', 'exp', 'trade', 'volume', '1', '000', 'contract', '1', '469', '000', 'traded', 'current', 'stock', 'price', '134', '85', 'trade', 'type', 'block', 'follow', 'money', 'amp', 'trade', 'option', 'our', 'smartoptions', 'artificial', 'intelligence', 'http', 'www', 'smartoptions', 'ai']"
64,268839320, AAPL wishing them good news on iphone 12 sales super cycle and 30 more demand of new phones on Jan 25 earnings date ,2020-12-31,22:00:11Z,['AAPL'],,"['aapl', 'wishing', 'good', 'news', 'iphone', '12', 'sale', 'super', 'cycle', '30', 'demand', 'new', 'phone', 'jan', '25', 'earnings', 'date']"
65,268839217, Echoid Elmoknowsstocks AAPL was 134 on September 1st ,2020-12-31,21:59:49Z,['AAPL'],,"['echoid', 'elmoknowsstocks', 'aapl', '134', 'september', '1st']"
66,268838872, AAPL not the hottest weekly candle Break down on volume and this 95 gap fill can happen Leaning bearish still,2020-12-31,21:58:32Z,['AAPL'],Bearish,"['aapl', 'hottest', 'weekly', 'candle', 'break', 'volume', '95', 'gap', 'fill', 'happen', 'leaning', 'bearish', 'still']"
67,268838510, AAPL looks like they fked up the options at 132 and 133 as well ,2020-12-31,21:57:14Z,['AAPL'],,"['aapl', 'look', 'like', 'fked', 'option', '132', '133', 'well']"
68,268838275, EBON may go bonkers from 6 8 don t miss out AMD AAPL RHE TSLA,2020-12-31,21:56:16Z,"['AAPL', 'AMD', 'TSLA', 'RHE', 'EBON']",Bullish,"['ebon', 'may', 'go', 'bonkers', '6', '8', 'miss', 'amd', 'aapl', 'rhe', 'tsla']"
69,268838196, SPY BTC X AAPL TSLA NIO oh yeah almost forgot happy new years u filthy pigs ,2020-12-31,21:56:00Z,"['AAPL', 'NIO', 'SPY', 'TSLA', 'BTC.X']",Bullish,"['spy', 'btc', 'x', 'aapl', 'tsla', 'nio', 'oh', 'yeah', 'almost', 'forgot', 'happy', 'new', 'year', 'u', 'filthy', 'pig']"
70,268837973, SPY Click that pic to enlarge and see for yourself have no clue what this crazy play is all about 60 000 contract vertical spread play for pennies Do they know something we don 39 t Is Trump starting a war with Iran Are the feds jacking up rates Is a COVID 19 variant resistant to the vaccine Are the Dems winning that senate race in Georgia What the Fk do they know What a strange bet Of course if the spy move lower AAPL FB AMZN tsla all would be affected with such a SPY move Who knows Anything is possible in this crazy bubble ,2020-12-31,21:55:06Z,"['AAPL', 'AMZN', 'SPY', 'FB', 'TSLA']",,"['spy', 'click', 'pic', 'enlarge', 'see', 'clue', 'crazy', 'play', '60', '000', 'contract', 'vertical', 'spread', 'play', 'penny', 'do', 'know', 'something', '39', 'is', 'trump', 'starting', 'war', 'iran', 'are', 'fed', 'jacking', 'rate', 'is', 'covid', '19', 'variant', 'resistant', 'vaccine', 'are', 'dems', 'winning', 'senate', 'race', 'georgia', 'what', 'fk', 'know', 'what', 'strange', 'bet', 'of', 'course', 'spy', 'move', 'lower', 'aapl', 'fb', 'amzn', 'tesla', 'would', 'affected', 'spy', 'move', 'who', 'know', 'anything', 'possible', 'crazy', 'bubble']"
71,268837949, AAPL waiting on iphone 13,2020-12-31,21:55:02Z,['AAPL'],,"['aapl', 'waiting', 'iphone', '13']"
72,268837618, AAPL 125 by first week of January 2021 and 250 by first week of January 2022 ,2020-12-31,21:53:43Z,['AAPL'],Bullish,"['aapl', '125', 'first', 'week', 'january', '2021', '250', 'first', 'week', 'january', '2022']"
73,268837452, QCOM AAPL increased production of i12 by 30 and has since rallied QCOM hasn t moved Get alpha here ,2020-12-31,21:53:00Z,"['AAPL', 'QCOM']",Bullish,"['qcom', 'aapl', 'increased', 'production', 'i12', '30', 'since', 'rallied', 'qcom', 'moved', 'get', 'alpha']"
74,268837351, SPY AAPL TSLA HAPPY NEW YEAR TRADING FAMILY May we be blessed with another successful year next Wealth and riches to all your families ,2020-12-31,21:52:37Z,"['AAPL', 'SPY', 'TSLA']",Bullish,"['spy', 'aapl', 'tsla', 'happy', 'new', 'year', 'trading', 'family', 'may', 'blessed', 'another', 'successful', 'year', 'next', 'wealth', 'rich', 'family']"
75,268837118, AAPL next stop end of January 140 00,2020-12-31,21:51:42Z,['AAPL'],,"['aapl', 'next', 'stop', 'end', 'january', '140', '00']"
76,268837107, AAPL when is the next er for this i know it s in jan sometimes ,2020-12-31,21:51:40Z,['AAPL'],,"['aapl', 'next', 'er', 'know', 'jan', 'sometimes']"
77,268836984, SPY I have no clue what this crazy play is all about 60 000 contract vertical spread play for pennies Do they know something we don 39 t Is Trump starting a war with Iran Are the feds jacking up rates Is a COVID 19 variant resistant to the vaccine Are the Dems winning that senate race in Georgia What the Fk do they know What a strange bet Is spy move lower of course aapl fb amzn tsla all we be affected Maybe it 39 s a joke Who knows ,2020-12-31,21:51:11Z,"['AAPL', 'AMZN', 'SPY', 'FB', 'TSLA']",,"['spy', 'i', 'clue', 'crazy', 'play', '60', '000', 'contract', 'vertical', 'spread', 'play', 'penny', 'do', 'know', 'something', '39', 'is', 'trump', 'starting', 'war', 'iran', 'are', 'fed', 'jacking', 'rate', 'is', 'covid', '19', 'variant', 'resistant', 'vaccine', 'are', 'dems', 'winning', 'senate', 'race', 'georgia', 'what', 'fk', 'know', 'what', 'strange', 'bet', 'is', 'spy', 'move', 'lower', 'course', 'apple', 'facebook', 'amazon', 'tesla', 'affected', 'maybe', '39', 'joke', 'who', 'know']"
78,268836904, XIACY AAPL https www phonearena com news xiaomi mi 11 costs the same to make as iphone 12_id129277,2020-12-31,21:50:51Z,"['AAPL', 'XIACY']",Bullish,"['xiacy', 'aapl', 'http', 'www', 'phonearena', 'com', 'news', 'xiaomi', 'mi', '11', 'cost', 'make', 'iphone', '12_id129277']"
79,268836239, AAPL if you didn t buy at noon sub 132 your mom s no no spot looks like this,2020-12-31,21:48:08Z,['AAPL'],Bullish,"['aapl', 'buy', 'noon', 'sub', '132', 'mom', 'spot', 'look', 'like']"
80,268836183, AAPL when does AAPL pay next quarterly dividends ,2020-12-31,21:47:56Z,['AAPL'],,"['aapl', 'aapl', 'pay', 'next', 'quarterly', 'dividend']"
81,268836090, AAPL Alerted my Discord once this broke out to 124 and we played the breakout to all time highs and added on the dip today https www instagram com p CIWHCrpHb78 igshid xcrczvo6y3qw,2020-12-31,21:47:42Z,['AAPL'],Bullish,"['aapl', 'alerted', 'discord', 'broke', '124', 'played', 'breakout', 'time', 'high', 'added', 'dip', 'today', 'http', 'www', 'instagram', 'com', 'p', 'ciwhcrphb78', 'igshid', 'xcrczvo6y3qw']"
82,268835998, AAPL Gene Munster who called Apple s run to 2 trillion says a path to 3 trillion is in sight PUBLISHED THU DEC 31 20203 53 PM EST https www cnbc com 2020 12 31 gene munster says apples stock has a path to 3 trillion market cap html,2020-12-31,21:47:21Z,['AAPL'],Bullish,"['aapl', 'gene', 'munster', 'called', 'apple', 'run', '2', 'trillion', 'say', 'path', '3', 'trillion', 'sight', 'published', 'thu', 'dec', '31', '20203', '53', 'pm', 'est', 'http', 'www', 'cnbc', 'com', '2020', '12', '31', 'gene', 'munster', 'say', 'apple', 'stock', 'path', '3', 'trillion', 'market', 'cap', 'html']"
83,268835600, AAPL tech sector did fine overall this one just happened to spent 3 days in the shitter ,2020-12-31,21:45:43Z,['AAPL'],,"['aapl', 'tech', 'sector', 'fine', 'overall', 'one', 'happened', 'spent', '3', 'day', 'shitter']"
